file,line,decl,denominator,statement
NavierStokes/ActiveAnnulusWeight.lean,572,NavierStokes.ActiveAnnulusWeight.exists_radial_derivative_bound,a (via edgeDistance),"ℕ, ∀ p ∈ K, ∀ X ∈ Ioo (Real.exp a) (Real.exp b), ‖iteratedFDeriv ℝ n (radialPullback T) (p,X)‖ ≤ C * radialWeight c a b X / edgeDistance a b (Real.log X)^N"
NavierStokes/ActiveAnnulusWeight.lean,961,NavierStokes.ActiveAnnulusWeight.activationCoefficient_smooth,T (via activationCoefficient),ContDiffOn ℝ ∞ (activationCoefficient T κ D) (J ×ˢ (univ : Set ℝ))
NavierStokes/ActiveAnnulusWeight.lean,974,NavierStokes.ActiveAnnulusWeight.activationCoefficient_edge,T (via activationCoefficient),"activationCoefficient T κ D (η,0) = ((1-κ) / stepDenominator T 0) • D ((κ,T),(0,η))"
NavierStokes/ActiveAnnulusWeight.lean,974,NavierStokes.ActiveAnnulusWeight.activationCoefficient_edge,T (via stepDenominator),"activationCoefficient T κ D (η,0) = ((1-κ) / stepDenominator T 0) • D ((κ,T),(0,η))"
NavierStokes/ActualBaseVelocityBounds.lean,362,NavierStokes.ActualBaseVelocityBounds.leadingVelocity_eq,C (via leadingVelocity),leadingVelocity h C d z = AxisymmetricResidual.velocity (fun _ => 0) (BaseExterior.leadingAngular h C d) (fun _ => 0) z
NavierStokes/ActualBaseVelocityBounds.lean,362,NavierStokes.ActualBaseVelocityBounds.leadingVelocity_eq,C (via leadingAngular),leadingVelocity h C d z = AxisymmetricResidual.velocity (fun _ => 0) (BaseExterior.leadingAngular h C d) (fun _ => 0) z
NavierStokes/ActualBaseVelocityBounds.lean,372,NavierStokes.ActualBaseVelocityBounds.leadingVelocity_rate,C (via leadingVelocity),FiniteJetRate l (PhysicalWaveSum.physicalQ h) (leadingVelocity h C d) m (-CoordinateAlgebra.A h - 1 / 2 - m)
NavierStokes/ActualGaussianCoverage.lean,179,NavierStokes.ActualGaussianCoverage.outerCell_compact,c (via outerCell),IsCompact (outerCell r L c)
NavierStokes/ActualGaussianCoverage.lean,182,NavierStokes.ActualGaussianCoverage.sourceCell_compact,c (via sourceCell),IsCompact (sourceCell r L c)
NavierStokes/ActualGaussianCoverage.lean,598,NavierStokes.ActualGaussianCoverage.normalizedLinear_apply,L (via normalizedLinear),normalizedLinear (P := P) g L x = (g.coordinateLinear x.2).2 / L
NavierStokes/ActualGaussianCoverage.lean,603,NavierStokes.ActualGaussianCoverage.normalized_coordinate_affine,L (via normalizedLinear),(g.coordinates k x.2).2 / L = (g.coordinates k 0).2 / L + normalizedLinear (P := P) g L x
NavierStokes/ActualInitialExcluded.lean,666,NavierStokes.ActualInitialExcluded.copiedGaussian_all_gains,a (via zeta),PeriodizedWaveBounds.UniformLocalJets nativeStrip (fun _ _ x => Real.sqrt (nativeStrip.zeta x)) β (fun l : SignedLabel B N0 => (copyCells l).carrier) (copied a 
NavierStokes/ActualInitialExcluded.lean,706,NavierStokes.ActualInitialExcluded.periodizedGaussian_all_gains,a (via zeta),LabelSumBounds.UniformClass nativeStrip (fun _ _ x => Real.sqrt (nativeStrip.zeta x)) β (periodized a (nativeGaussian (B := B) (N0 := N0)))
NavierStokes/ActualParticularCoherence.lean,176,NavierStokes.ActualParticularCoherence.ratioPower_comp,Qr (via ratioPower),ratioPower Q Qm a * ratioPower Qm Qr a = ratioPower Q Qr a
NavierStokes/ActualParticularCoherence.lean,186,NavierStokes.ActualParticularCoherence.normalWeight_comp,K (via normalWeight),normalWeight Q Qm K Km * normalWeight Qm Qr Km Kr = normalWeight Q Qr K Kr
NavierStokes/ActualPrimaryBounds.lean,305,NavierStokes.ActualPrimaryBounds.copied_uniformLocalJets,a (via zeta),PeriodizedWaveBounds.UniformLocalJets nativeStrip (fun l n x => Real.sqrt (nativeStrip.zeta x) * envelope l n x) α (fun l => (copyCells l).carrier) (copied a f)
NavierStokes/ActualSignedGeometry.lean,468,NavierStokes.ActualSignedGeometry.slowChange_apply,Qr (via ratioPower),"slowChange h Q Qr p = (PhysicalParticularWave.ratioPower Q Qr (1 / 2) * p.1, (PhysicalParticularWave.ratioPower Q Qr (CoordinateAlgebra.D h) * p.2.1, PhysicalPa"
NavierStokes/ActualSignedGeometry.lean,1056,NavierStokes.ActualSignedGeometry.phase_normal_view_germ,K (via normalWeight),(fun y => HarmonicCalculus.phaseNormal PhysicalResidualBridge.ScaledGraph.radius (PhysicalResidualBridge.commonGraph Q h i).radial PhysicalResidualBridge.Scaled
NavierStokes/AnalyticCoefficientBounds.lean,228,NavierStokes.AnalyticCoefficientBounds.UnitHolomorphic.norm_toAxisSpace_le,ρ (via toAxisSpace),‖hf.toAxisSpace hε hερ‖ ≤ radiusLoss (ε / ρ)
NavierStokes/AnalyticCoefficientBounds.lean,234,NavierStokes.AnalyticCoefficientBounds.UnitHolomorphic.coefficient_toAxisSpace,ρ (via toAxisSpace),coefficient I (AxisWeightEstimates.weight ε) (hf.toAxisSpace hε hερ) n x = if n = 0 then (f (x : ℂ)).re else 0
NavierStokes/AnalyticCoefficientBounds.lean,243,NavierStokes.AnalyticCoefficientBounds.UnitHolomorphic.jet_toAxisSpace,ρ (via toAxisSpace),jet I (AxisWeightEstimates.weight ε) (hf.toAxisSpace hε hερ).1 n m x = if n = 0 then iteratedDeriv m (fun t : ℝ => (f t).re) x else 0
NavierStokes/AnalyticPrimitive.lean,199,NavierStokes.AnalyticPrimitive.amplitude_zero,C (via amplitude),amplitude g Λ C 0 = 1 / C
NavierStokes/AnalyticPrimitive.lean,208,NavierStokes.AnalyticPrimitive.hasDerivAt_amplitude,C (via amplitude),HasDerivAt (amplitude g Λ C) ((Λ * g z) * amplitude g Λ C z) z
NavierStokes/AnalyticPrimitive.lean,217,NavierStokes.AnalyticPrimitive.analyticOnNhd_amplitude,C (via amplitude),AnalyticOnNhd ℂ (amplitude g Λ C) U
NavierStokes/AnalyticPrimitive.lean,217,NavierStokes.AnalyticPrimitive.analyticOnNhd_amplitude,Λ (via U),AnalyticOnNhd ℂ (amplitude g Λ C) U
NavierStokes/AnalyticPrimitive.lean,234,NavierStokes.AnalyticPrimitive.amplitude_ofReal,C (via amplitude),"amplitude g Λ C x = ((Real.exp (Λ * (x * ∫ t in (0 : ℝ)..1, f (t * x))) / C : ℝ) : ℂ)"
NavierStokes/AnalyticPrimitive.lean,247,NavierStokes.AnalyticPrimitive.hasDerivAt_real_amplitude,C (via amplitude),HasDerivAt (fun y : ℝ => (amplitude g Λ C y).re) ((Λ * f x) * (amplitude g Λ C x).re) x
NavierStokes/AxisAnalyticCoefficients.lean,49,NavierStokes.AxisJointAnalytic.complexCoefficient_ofReal,ε (via weight),complexCoefficient I ε A n (x : ℂ) = (coefficient I (weight ε) A n x : ℂ)
NavierStokes/AxisAnalyticCoefficients.lean,49,NavierStokes.AxisJointAnalytic.complexCoefficient_ofReal,ε (via coefficient),complexCoefficient I ε A n (x : ℂ) = (coefficient I (weight ε) A n x : ℂ)
NavierStokes/AxisCoefficientSpace.lean,437,NavierStokes.AxisCoefficientSpace.axisSpace_smooth,ε (via weight),ContDiffOn ℝ ∞ (coefficient I (AxisWeightEstimates.weight ε) A n) I.interval
NavierStokes/AxisCoefficientSpace.lean,437,NavierStokes.AxisCoefficientSpace.axisSpace_smooth,ε (via coefficient),ContDiffOn ℝ ∞ (coefficient I (AxisWeightEstimates.weight ε) A n) I.interval
NavierStokes/AxisContraction.lean,668,NavierStokes.AxisContraction.axis_angular_jet_error,ε (via weight),|AxisCoefficientSpace.jet I (AxisWeightEstimates.weight ε) x.1.1 n m η - AxisCoefficientSpace.jet I (AxisWeightEstimates.weight ε) x₀.1.1 n m η| ≤ |AxisWeightEs
NavierStokes/AxisContraction.lean,680,NavierStokes.AxisContraction.axis_axial_jet_error,ε (via weight),|AxisCoefficientSpace.jet I (AxisWeightEstimates.weight ε) x.2.1 n m η - AxisCoefficientSpace.jet I (AxisWeightEstimates.weight ε) x₀.2.1 n m η| ≤ |AxisWeightEs
NavierStokes/AxisEvaluation.lean,121,NavierStokes.AxisEvaluation.summable_majorant,ε (via majorant),Summable (majorant ε C R k m)
NavierStokes/AxisEvaluation.lean,334,NavierStokes.AxisEvaluation.majorant_scale,ε (via majorant),majorant ε C R k m n = C * majorant ε 1 R k m n
NavierStokes/AxisEvaluation.lean,444,NavierStokes.AxisEvaluation.coefficient_iteratedDeriv,ε (via weight),iteratedDeriv m (coefficient I (weight ε) A n) η = jet I (weight ε) A.1 n m η
NavierStokes/AxisEvaluation.lean,444,NavierStokes.AxisEvaluation.coefficient_iteratedDeriv,ε (via coefficient),iteratedDeriv m (coefficient I (weight ε) A n) η = jet I (weight ε) A.1 n m η
NavierStokes/AxisEvaluationAlgebra.lean,52,NavierStokes.AxisEvaluationAlgebra.profile_axis,ε (via weight),"profile I ε A (0, η) = coefficient I (weight ε) A 0 η"
NavierStokes/AxisEvaluationAlgebra.lean,52,NavierStokes.AxisEvaluationAlgebra.profile_axis,ε (via coefficient),"profile I ε A (0, η) = coefficient I (weight ε) A 0 η"
NavierStokes/AxisSourceRegularity.lean,536,NavierStokes.AxisSourceRegularity.lowerPressureSource_smooth,C (via lowerPressureSource),ContDiffAt ℝ ∞ (lowerPressureSource h C φ U v n) w
NavierStokes/AxisSourceRegularity.lean,560,NavierStokes.AxisSourceRegularity.lowerPressureSource_analytic,C (via lowerPressureSource),AnalyticAt ℝ (lowerPressureSource h C φ U v n) w
NavierStokes/AxisSourceRegularity.lean,577,NavierStokes.AxisSourceRegularity.lowerPressureSource_eq_quotient,C (via lowerPressureSource),lowerPressureSource h C φ U v (k + 1) w = C⁻¹ ^ 2 * lowerConvolution φ φ (k + 1) w - (omega h U (fun j => axisFactor (v j)) k w / w.1) / 2
NavierStokes/AxisSourceRegularity.lean,598,NavierStokes.AxisSourceRegularity.lowerPressureSource_eq_jet,C (via lowerPressureSource),lowerPressureSource h C φ U v n w = jetLowerPressureSource h C w.1 w.2 (fun j => φ j w) (fun j => U j w) (fun j => profileJet (v j) w) n
NavierStokes/AxisSourceRegularity.lean,620,NavierStokes.AxisSourceRegularity.lowerPressureSource_complex_formula,C (via lowerPressureSource),(lowerPressureSource h C φ U v n w : ℂ) = jetLowerPressureSource (h : ℂ) (C : ℂ) (w.1 : ℂ) (w.2 : ℂ) (fun j => (φ j w : ℂ)) (fun j => (U j w : ℂ)) (fun j => com
NavierStokes/AxisTailRegularity.lean,340,NavierStokes.AxisTailRegularity.pressureTail_div_eq_regular_of_germs,C (via pressureTail),"pressureTail N q h C f w / (2 * w.1) = ∑ i ∈ pressureIndices N, q ^ pressurePower N h i * regularPressureTerm N h C phi u beta i w"
NavierStokes/AxisTailRegularity.lean,357,NavierStokes.AxisTailRegularity.radialTail_eq_regular_of_germs,C (via pressureTail),"pressureTail N (SimilarityProfile.q h p) h C f (SimilarityProfile.inner h p) / (2 * p.2.1) = ∑ i ∈ pressureIndices N, SimilarityProfile.q h p ^ (pressurePower N"
NavierStokes/AxisWeightEstimates.lean,38,NavierStokes.AxisWeightEstimates.weight_eq_core_decay,ε (via weight),weight ε n m = coreWeight ε n m * squareDecay n * squareDecay m
NavierStokes/AxisWeightEstimates.lean,38,NavierStokes.AxisWeightEstimates.weight_eq_core_decay,ε (via coreWeight),weight ε n m = coreWeight ε n m * squareDecay n * squareDecay m
NavierStokes/AxisWeightEstimates.lean,186,NavierStokes.AxisWeightEstimates.coreWeight_factorial,ε (via coreWeight),coreWeight ε n m = (1 / 20 : ℝ) ^ n * (ε⁻¹) ^ m * ((n + m).factorial : ℝ) / (n.factorial : ℝ)
NavierStokes/BaseExterior.lean,231,NavierStokes.BaseExterior.exterior_swirl_derivative,C (via leadingAngular),AxisymmetricFields.partialS (swirlPotential a h C d) p = -leadingAngular h C d p
NavierStokes/BaseExterior.lean,240,NavierStokes.BaseExterior.exterior_velocity_eq_leading,C (via leadingAngular),baseVelocity a h C d z = AxisymmetricResidual.velocity (fun _ => 0) (leadingAngular h C d) (fun _ => 0) z
NavierStokes/BasePhaseGeometry.lean,355,NavierStokes.BasePhaseGeometry.signedSlot_sq,L (via signedSlot),PhaseEstimates.signedSlot sigma u L v ^ 2 = PulseGrowth.slotMagnitude u L v ^ 2
NavierStokes/BasePrefixIdentity.lean,111,NavierStokes.BasePrefixIdentity.prefixSwirl_radial,C (via slowSwirl),-AxisymmetricFields.partialS (BaseResidual.prefixSwirl J h C d) p = SlowExpansionResidual.slowSwirl J h C (profiles h d) p
NavierStokes/BaseResidual.lean,1439,NavierStokes.BaseResidual.truncationResidual_rate,C (via truncationResidual),FiniteJetRate l (fun z => (cartesianChart h z).1) (fun z => truncationResidual N h C f z.1 z.2) M (2 * (N : ℝ) * h - 2 - M)
NavierStokes/BaseResidual.lean,1917,NavierStokes.BaseResidual.weightedBundle_base_scales,C (via coefficientBundle),AdmissibleScales h (coefficientBundle C d) K a
NavierStokes/BaseResidual.lean,2377,NavierStokes.BaseResidual.regularTruncation_smooth,C (via regularTruncation),ContDiffOn ℝ ∞ (regularTruncation N h C phi u beta) (chartedDomain h O)
NavierStokes/BaseResidual.lean,2390,NavierStokes.BaseResidual.regularTruncation_rate,C (via regularTruncation),FiniteJetRate l (fun z => (cartesianChart h z).1) (regularTruncation N h C phi u beta) M (2 * (N : ℝ) * h - 2 - M)
NavierStokes/BaseResidual.lean,2459,NavierStokes.BaseResidual.regularTruncation_eq,C (via regularTruncation),regularTruncation N h C phi u beta z = truncationResidual N h C f z.1 z.2
NavierStokes/BaseResidual.lean,2459,NavierStokes.BaseResidual.regularTruncation_eq,C (via truncationResidual),regularTruncation N h C phi u beta z = truncationResidual N h C f z.1 z.2
NavierStokes/BoundaryAxisJets.lean,139,NavierStokes.BoundaryAxisJets.evenCutoff_one,r (via evenCutoff),EvenSmoothDescent.evenCutoff R r = 1
NavierStokes/ClosedNativeWaveIdentities.lean,279,NavierStokes.ClosedNativeWaveIdentities.curlRemainder_contDiffAt,K (via curlRemainder),ContDiffAt ℝ ∞ (curlRemainder K R Vr Vθ Vz B) x
NavierStokes/CoordinateAlgebra.lean,145,NavierStokes.CoordinateAlgebra.time_rates,q (via inverseQ),inverseQ q h η (-1) 0 = qTime h η ∧ inverseEta q h η (-1) 0 = etaTime q h η
NavierStokes/CoordinateAlgebra.lean,145,NavierStokes.CoordinateAlgebra.time_rates,q (via inverseEta),inverseQ q h η (-1) 0 = qTime h η ∧ inverseEta q h η (-1) 0 = etaTime q h η
NavierStokes/CoordinateAlgebra.lean,154,NavierStokes.CoordinateAlgebra.axial_rates,q (via inverseQ),inverseQ q h η 0 1 = qAxial q h η ∧ inverseEta q h η 0 1 = etaAxial q h η
NavierStokes/CoordinateAlgebra.lean,154,NavierStokes.CoordinateAlgebra.axial_rates,q (via inverseEta),inverseQ q h η 0 1 = qAxial q h η ∧ inverseEta q h η 0 1 = etaAxial q h η
NavierStokes/CopyAngularInvariance.lean,327,NavierStokes.CopyAngularInvariance.curlRemainder_invariant,K (via curlRemainder),Invariant θ (CurlClassBounds.curlRemainder K R Vr Vθ Vz a)
NavierStokes/CorrectionInitialization.lean,442,NavierStokes.CorrectionInitialization.PrimaryConstruction.normal_pullback,ε (via phase),HarmonicCalculus.phaseNormal (fun y => (χ y).1.1) Vr Vθ Vz (PhaseCalculus.phase ε p pz x0 F G ∘ χ) x = PhaseCalculus.phaseNormal ε p pz x0 F G (χ x)
NavierStokes/CorrectionInitializationNoOptions.lean,453,NavierStokes.CorrectionInitializationNoOptions.PrimaryConstruction.normal_pullback,ε (via phase),HarmonicCalculus.phaseNormal (fun y => (χ y).1.1) Vr Vθ Vz (PhaseCalculus.phase ε p pz x0 F G ∘ χ) x = PhaseCalculus.phaseNormal ε p pz x0 F G (χ x)
NavierStokes/CurlClassBounds.lean,592,NavierStokes.CurlClassBounds.curlRemainder_eq,K (via curlRemainder),curlRemainder K R Vr Vθ Vz B x = inverseCarrier K • cylindricalCurl R Vr Vθ Vz B x
NavierStokes/CycleContinuationInvariant.lean,158,NavierStokes.CycleContinuationInvariant.field_supported,k (via carrier),"WaveStageContinuation.RadialSupport a b (OffplaneCorrectionExtensions.stableLength coord) W.carrier (fun x => HarmonicFields.field c k Φ kp (x, θ))"
NavierStokes/CycleContinuationInvariant.lean,172,NavierStokes.CycleContinuationInvariant.field_smooth,k (via carrier),ContDiffOn ℝ ∞ (HarmonicFields.field c k Φ kp) (PhysicalMeanDomain.slowDomain W.carrier ×ˢ (univ : Set ℝ))
NavierStokes/CycleContinuationInvariant.lean,197,NavierStokes.CycleContinuationInvariant.field_periodic,k (via carrier),"PeriodicField W.carrier (fun x => HarmonicFields.field c k Φ kp (x, θ))"
NavierStokes/EdgeWeightJets.lean,456,NavierStokes.EdgeWeightJets.edge_mul_edge,x (via edge),FlatCutoff.edge c x * FlatCutoff.edge d x = FlatCutoff.edge (c + d) x
NavierStokes/EdgeWeightJets.lean,498,NavierStokes.EdgeWeightJets.edge_pow,x (via edge),FlatCutoff.edge c x ^ k = FlatCutoff.edge ((k : ℝ) * c) x
NavierStokes/EvenSmoothDescent.lean,323,NavierStokes.EvenSmoothDescent.contDiff_evenCutoff,r (via evenCutoff),ContDiff ℝ ∞ (evenCutoff r)
NavierStokes/EvenSmoothDescent.lean,327,NavierStokes.EvenSmoothDescent.even_evenCutoff,r (via evenCutoff),Function.Even (evenCutoff r)
NavierStokes/EvenSmoothDescent.lean,331,NavierStokes.EvenSmoothDescent.evenCutoff_eventually_one,r (via evenCutoff),evenCutoff r =ᶠ[𝓝 0] (fun _ => 1)
NavierStokes/ExtendedHeatDebts.lean,123,NavierStokes.ExtendedHeatDebts.correctionJet_succ,K (via switch),correctionJet h K (n + 1) ν X = switch K X * (2 / X) ^ (n + 1) * iteratedDeriv (n + 1) (HeatProfileExtension.extension (1 + h)) (2 * ν / X)
NavierStokes/ExtendedHeatDebts.lean,209,NavierStokes.ExtendedHeatDebts.squareCorrectionJet_zero,X (via multiplier),squareCorrectionJet h K 0 ν X = multiplier h ν K X ^ 2 - 1
NavierStokes/ExtendedHeatDebts.lean,320,NavierStokes.ExtendedHeatDebts.weightedJet_bound,X (via weightedKernel),‖weightedJet W square h K q n ν X‖ ≤ (B * editBound square h L n) * weightedKernel K p q X
NavierStokes/ExtendedHeatedOutgoing.lean,199,NavierStokes.ExtendedHeatedOutgoing.E_eq_physical,XR (via E),"E F XR c (X, eta) = HeatedOutgoing.E F XR c (X, eta)"
NavierStokes/ExtendedHeatedOutgoing.lean,211,NavierStokes.ExtendedHeatedOutgoing.Pi_eq_physical,XR (via Pi),"Pi F XR c (X, eta) = HeatedOutgoing.Pi F XR c (X, eta)"
NavierStokes/ExtendedHeatedOutgoing.lean,218,NavierStokes.ExtendedHeatedOutgoing.heatE_eq_edit,XR (via E),"heatE F XR (X, eta) = ExtendedHeatDebts.edit (fun u => OutgoingDilation.E F XR (u, eta)) F.data.h (ParametricHeatTail.diffusion eta) (switchRadius F XR) X"
NavierStokes/ExtendedHeatedOutgoing.lean,379,NavierStokes.ExtendedHeatedOutgoing.kernel_decomposition,X (via canonicalKernel),canonicalKernel F XR c eta X = OutgoingDilation.canonicalKernel F XR eta X + changeRow F XR c eta 0 X
NavierStokes/ExtendedHeatedOutgoing.lean,379,NavierStokes.ExtendedHeatedOutgoing.kernel_decomposition,X (via changeRow),canonicalKernel F XR c eta X = OutgoingDilation.canonicalKernel F XR eta X + changeRow F XR c eta 0 X
NavierStokes/ExtendedHeatedOutgoing.lean,385,NavierStokes.ExtendedHeatedOutgoing.energy_decomposition,X (via changeRow),energyDensity F XR c eta X = OutgoingDilation.energyDensity F XR eta X - changeRow F XR c eta 1 X / 2
NavierStokes/ExtendedHeatedOutgoing.lean,392,NavierStokes.ExtendedHeatedOutgoing.renormalized_decomposition,X (via changeRow),"H F XR c (X, eta) - OutgoingDilation.powerH F XR X = (OutgoingDilation.H F XR (X, eta) - OutgoingDilation.powerH F XR X) + changeRow F XR c eta 2 X"
NavierStokes/ExtendedHeatedOutgoing.lean,428,NavierStokes.ExtendedHeatedOutgoing.canonicalKernel_comp_exp,XR (via E),"|Real.exp y| • canonicalKernel F XR c eta (Real.exp y) = E F XR c (Real.exp y, eta) ^ 2"
NavierStokes/ExtendedHeatedOutgoing.lean,433,NavierStokes.ExtendedHeatedOutgoing.Pi_exp,XR (via Pi),"Pi F XR c (Real.exp y, eta) = -(1 / 2 : ℝ) * ∫ t in Ioi y, E F XR c (Real.exp t, eta) ^ 2"
NavierStokes/ExtendedHeatedOutgoing.lean,433,NavierStokes.ExtendedHeatedOutgoing.Pi_exp,XR (via E),"Pi F XR c (Real.exp y, eta) = -(1 / 2 : ℝ) * ∫ t in Ioi y, E F XR c (Real.exp t, eta) ^ 2"
NavierStokes/ExtendedHeatedOutgoing.lean,440,NavierStokes.ExtendedHeatedOutgoing.freeLogE_eq,XR (via E),"HeatedOutgoing.freeLogE F XR ((c eta, eta), y) = E F XR c (Real.exp y, eta)"
NavierStokes/FirstOrderBaseEdge.lean,60,NavierStokes.FirstOrderBaseEdge.first_angular_balance,C (via thetaDensity),"SlowStressSupport.stress 2 (SlowResidualMatching.thetaDensity h C (asSlowProfiles s) 1) (R, eta) = SlowStressSupport.moment R 2 (SlowStressSupport.axialOp2 h (S"
NavierStokes/FirstOrderBaseEdge.lean,131,NavierStokes.FirstOrderBaseEdge.physical_angular_germ,XR (via E),SimilarityProfile.pullback F.data.h (-CoordinateAlgebra.A F.data.h) E =ᶠ[𝓝 p] SlowFirstOrderEdge.physicalAngular (TerminalHistoryBridge.normalization F XR) F.da
NavierStokes/FirstOrderBaseEdge.lean,248,NavierStokes.FirstOrderBaseEdge.first_angular_eq_backward,C (via thetaDensity),"SlowStressSupport.stress 2 (SlowResidualMatching.thetaDensity F.data.h C (asSlowProfiles s) 1) (R, eta) = SlowFirstOrderEdge.radialStress (TerminalHistoryBridge"
NavierStokes/FirstOrderBaseEdge.lean,566,NavierStokes.FirstOrderBaseEdge.scheme_angular_moment_zero,C (via angularField),SlowStressSupport.moment R 2 (angularHistory s 0) eta = SlowStressSupport.moment R 2 (angularField C s.base.phi) eta
NavierStokes/FirstOrderBaseEdge.lean,808,NavierStokes.FirstOrderBaseEdge.first_stresses_eq_of_leading,C (via thetaDensity),"SlowStressSupport.stress 2 (SlowResidualMatching.thetaDensity h C (asSlowProfiles s) 1) (R, eta) = SlowStressSupport.stress 2 (SlowResidualMatching.thetaDensity"
NavierStokes/FiveProfileMoments.lean,742,NavierStokes.FiveProfileMoments.normalizedDebt_eq_sum,A (via normalizedDebt),"normalizedDebt A G d = ∑ i, d i • normalizedDebt A G (Pi.single i 1)"
NavierStokes/FiveProfileMoments.lean,1149,NavierStokes.FiveProfileMoments.normalizationCLM_apply,A (via normalizedDebt),normalizationCLM A G d = normalizedDebt A G d
NavierStokes/FiveRowRank.lean,146,NavierStokes.FiveRowRank.angular_moments,C (via angularDebt),"(∫ R, R ^ angularPowers lam i * deltaV lam C a b d R) = angularDebt C d i"
NavierStokes/FiveRowRank.lean,152,NavierStokes.FiveRowRank.axial_moments,C (via axialDebt),"(∫ R, R ^ axialPowers lam i * gamma lam C a b d R) = axialDebt C d i"
NavierStokes/FiveRowRank.lean,385,NavierStokes.FiveRowRank.angularDebt_rescale,C (via angularDebt),angularDebt C d = C⁻¹ • angularDebt 1 d
NavierStokes/FiveRowRank.lean,391,NavierStokes.FiveRowRank.axialDebt_rescale,C (via axialDebt),axialDebt C d = C⁻¹ • axialDebt 1 d
NavierStokes/FiveRowRank.lean,433,NavierStokes.FiveRowRank.angularDebt_norm_le,C (via angularDebt),‖angularDebt C d‖ ≤ ‖C⁻¹‖ * ‖d‖
NavierStokes/FiveRowRank.lean,437,NavierStokes.FiveRowRank.axialDebt_norm_le,C (via axialDebt),‖axialDebt C d‖ ≤ ‖C⁻¹‖ * ‖d‖
NavierStokes/FlatCovariance.lean,53,NavierStokes.FlatCovariance.sqrt_edge,x (via edge),Real.sqrt (edge c x) = edge (c / 2) x
NavierStokes/FlatCovariance.lean,62,NavierStokes.FlatCovariance.edge_mul,x (via edge),edge c x * edge d x = edge (c + d) x
NavierStokes/FlatCovariance.lean,72,NavierStokes.FlatCovariance.edge_sq,x (via edge),edge c x ^ 2 = edge (2 * c) x
NavierStokes/FlatCovariance.lean,77,NavierStokes.FlatCovariance.squared_column_factors,x (via edge),columns (G x) (fun j => edge (lam j) x ^ 2) = edgeMatrix (fun j => 2 * lam j) G x
NavierStokes/FlatCovariance.lean,130,NavierStokes.FlatCovariance.inverseCoefficients_factor,x (via edge),inverseCoefficients σ κ G T x i = edge (σ - κ i) x * SmoothCovariance.weights (G x) (T x) i
NavierStokes/FlatCovariance.lean,148,NavierStokes.FlatCovariance.primaryAmplitude_factor,x (via edge),primaryAmplitude σ κ G T x i = edge ((σ - κ i) / 2) x * SmoothCovariance.amplitudes (G x) (T x) i
NavierStokes/FlatCovariance.lean,159,NavierStokes.FlatCovariance.signedAmplitude_factor,x (via edge),signedAmplitude σ τ κ G T R x i = edge (τ - (σ + κ i) / 2) x * (SmoothCovariance.weights (G x) (R x) i / (2 * SmoothCovariance.amplitudes (G x) (T x) i))
NavierStokes/FlatCutoff.lean,29,NavierStokes.FlatCutoff.edge_of_nonpos,x (via edge),edge c x = 0
NavierStokes/FlatCutoff.lean,38,NavierStokes.FlatCutoff.edge_nonneg,x (via edge),0 ≤ edge c x
NavierStokes/FlatCutoff.lean,50,NavierStokes.FlatCutoff.edge_le_glue,x (via edge),edge c x ≤ expNegInvGlue x
NavierStokes/FlatCutoff.lean,89,NavierStokes.FlatCutoff.polynomialEdge_hasDerivAt,x (via polynomialEdge),HasDerivAt (polynomialEdge c p) (polynomialEdge c (derivativePolynomial c p) x) x
NavierStokes/FlatKernelBounds.lean,347,NavierStokes.FlatKernelBounds.kernel_eq_expr,t (via kernel),kernel c j b x t = ((1 / 2 : ℝ) * Real.exp (-c * t)) * (kernelExpr j).eval b x t
NavierStokes/FlatKernelBounds.lean,363,NavierStokes.FlatKernelBounds.iteratedDeriv_kernel,t (via kernel),iteratedDeriv n (fun x => kernel c j b x t) = fun x => ((1 / 2 : ℝ) * Real.exp (-c * t)) * ((Expr.diff^[n]) (kernelExpr j)).eval b x t
NavierStokes/FlatKernelBounds.lean,371,NavierStokes.FlatKernelBounds.kernel_contDiff_x,t (via kernel),ContDiff ℝ ∞ (fun x => kernel c j b x t)
NavierStokes/FlatKernelBounds.lean,377,NavierStokes.FlatKernelBounds.kernel_iteratedDeriv_contDiff_x,t (via kernel),ContDiff ℝ ∞ (iteratedDeriv n (fun x => kernel c j b x t))
NavierStokes/FlatKernelBounds.lean,400,NavierStokes.FlatKernelBounds.kernel_iteratedDeriv_bound_of_jetBounds,R (via kernel),"ℝ, |x| ≤ R → 0 ≤ t → |iteratedDeriv n (fun y => kernel c j b y t) x| ≤ C * (1 + t) ^ N * Real.exp (-c * t)"
NavierStokes/FlatKernelBounds.lean,424,NavierStokes.FlatKernelBounds.kernel_iteratedDeriv_bound,R (via kernel),"ℝ, |x| ≤ R → 0 ≤ t → |iteratedDeriv n (fun y => kernel c j b y t) x| ≤ C * (1 + t) ^ N * Real.exp (-c * t)"
NavierStokes/FlatPrimitive.lean,45,NavierStokes.FlatPrimitive.primitive_hasDerivAt,x (via integrand),HasDerivAt (primitive c j b) (integrand c j b x) x
NavierStokes/FlatPrimitive.lean,103,NavierStokes.FlatPrimitive.integral_derivativePolynomial,x (via polynomialEdge),"(∫ u in (0 : ℝ)..x, polynomialEdge c (derivativePolynomial c p) u) = polynomialEdge c p x"
